id_song,date,points,lyrics
97,2018-06-03,20 points,Et sa police américaine
97,2018-08-31,40 points,De monde meilleur on ne parle plus
97,2020-03-23,1000 €,De droit
97,2020-03-23,2000 €,Maintenant à la maison
97,2020-03-23,5000 €,Ce n’est qu’une nouvelle émission
97,2020-03-23,10000 €,N’est plus qu’un système et sa police américaine
97,2020-03-23,20000 €,Puisque je suis mon aquarium moi le poison moi le poisson changé en homme
97,2020-06-08,30 points,On ne parle plus
97,2020-12-21,20 points,À l'eau
97,2021-06-10,50 points,On ne parle plus tout juste sauver celui-là
97,2021-11-11,40 points,Moi le poisson changé en homme
97,2022-11-01,40 points,Qu'un système et sa police américaine
98,2018-01-02,40 points,Comme sur le quai d'une gare
98,2018-06-26,20 points,À l'amour
98,2018-12-18,20 points,Je te retrouverai
98,2021-05-03,20 points,D'une gare
100,2015-07-01,10 points,Vous aimait
100,2019-03-04,1000 €,Tout ému
100,2021-06-26,20 points,Ces quelques fleurs
100,2022-03-26,1000 €,Tout ému
100,2022-11-01,20 points,On vous aimait
101,2020-11-13,40 points,Qu'on n'a jamais revu
105,2014-01-16,1000 €,être matelot
105,2014-01-16,2000 €,jusqu'à Sans Francisco
105,2014-01-16,5000 €,en doublant les feux de Saint-Malo
105,2014-01-16,10000 €,au fond des ruisseaux j'en ramènerai plusieurs lingots
105,2014-01-16,20000 €,au pays j'irai voir Margot à son doigt je passerai l'anneau
105,2014-10-29,1000 €,le vent
105,2014-10-29,2000 €,j'avais le cœur gros
105,2014-10-29,5000 €,là-bas l'argent coule à flots
105,2014-10-29,10000 €,voir Margot à son doigt je passerai l'anneau
105,2015-04-21,1000 €,être matelot
105,2015-04-21,2000 €,pour de longs mois
105,2015-04-21,5000 €,penser j'avais le cœur gros
105,2015-10-14,20 points,En laissant Margot
105,2017-03-27,1000 €,Le vent
105,2017-03-27,2000 €,Jusqu'à San Francisco
105,2018-01-07,50 points,Le cœur gros en doublant les feux de Saint-Malo
105,2018-01-31,30 points,Les feux de Saint-Malo
105,2018-05-09,1000 €,la vague
105,2018-06-01,40 points,Nous irons jusqu'à San Francisco
105,2018-06-04,50 points,Au fond des ruisseaux j'en ramènerai plusieurs lingots
105,2018-07-08,40 points,Pour de longs mois en laissant Margot
105,2018-11-05,1000 €,être matelot
105,2018-11-05,2000 €,Dieu veut toujours droit devant
105,2018-11-05,5000 €,pour de longs mois en laissant Margot
105,2018-11-05,10000 €,on prétend que là-bas l'argent coule à flot
105,2018-12-29,20 points,Le cœur gros
105,2019-07-15,40 points,Pour de longs mois en laissant Margot
105,2020-01-12,30 points,Les feux de Saint-Malo
105,2020-08-04,50 points,On trouve l'or au fond des ruisseaux
105,2020-08-20,40 points,Pour de longs mois en laissant Margot
105,2021-02-02,50 points,Au fond des ruisseaux j'en ramènerai plusieurs lingots
105,2021-05-27,50 points,Voir Margot à son doigt je passerai l'anneau
105,2021-07-12,1000 €,Être matelot
105,2021-07-12,2000 €,Mois en laissant Margot
105,2021-07-12,5000 €,En doublant les feux de Saint-Malo
105,2021-07-12,10000 €,On prétend que là-bas l'argent coule à flots
105,2021-07-12,20000 €,Santiano au pays j'irai voir Margot à son doigt je passerai l'anneau
105,2021-07-16,40 points,Pour de longs mois en laissant Margot
105,2021-09-04,30 points,J'avais le cœur gros
105,2021-11-09,40 points,L'or au fond des ruisseaux
105,2022-01-22,50 points,Au fond des ruisseaux j'en ramènerai plusieurs lingots
105,2022-04-21,50 points,Margot à son doigt je passerai l'anneau
105,2022-09-03,50 points,Le cœur gros en doublant les feux de Saint-Malo
106,2019-02-12,30 points,Payer la maison
107,2021-12-31,40 points,Toi qui n'as plus de raison
109,2015-08-01,20 points,Je suis artiste
109,2016-10-02,1000 €,La cuisine
109,2017-03-29,1000 €,Une chatte
109,2017-03-29,2000 €,Je suis un peu décorateur
109,2017-03-29,5000 €,Qui finit en nu intégral après strip-tease
109,2017-03-29,10000 €,Entre copains de tous les sexes dans un quelconque bar-tabac
109,2017-03-29,20000 €,Ondulent singeant ce qu'ils croient être nous et se couvrent les pauvres fous de ridicule
109,2020-09-01,10 points,Les sexes
109,2020-10-08,40 points,À cœur joie et sans complexe
109,2020-10-19,50 points,Avec humour enrobés dans des calembours mouillés d'acide
109,2020-12-15,50 points,Mâles n'en croient pas leurs yeux
109,2021-09-27,1000 €,Une chatte
109,2021-09-27,2000 €,Me fait pas peur
109,2021-09-27,5000 €,Je l'exerce travesti je suis artiste
109,2021-09-27,10000 €,Qu'on a dans le nez on les lapide
109,2021-09-27,20000 €,Ça gesticule et parle fort ça joue les divas les ténors de la bêtise
109,2022-10-03,50 points,Qu'on a dans le nez on les lapide
110,2015-06-16,20 points,Les mêmes gestes
110,2016-02-16,20 points,Au même lit
110,2018-05-08,40 points,De voir s'enfuir notre bonheur
110,2020-02-25,1000 €,les décombres
110,2020-02-25,2000 €,qui voulais être ton ombre
110,2020-11-14,20 points,Au même fruit
110,2021-01-18,20 points,La même peur
110,2021-02-11,1000 €,a dévasté
110,2021-02-11,2000 €,de ta main séparée
110,2021-02-11,5000 €,de voir s'enfuir notre bonheur
110,2021-02-11,10000 €,les gens nous verront l'un sans l'autre
110,2021-02-11,20000 €,désormais enfermé dans ma solitude je traînerai parmi les choses qui parleront toujours de toi
111,2013-10-01,1000 €,De mirage
111,2013-10-01,2000 €,En virant de bord
111,2013-10-01,5000 €,Tombée du jour avec les marins
111,2013-10-01,10000 €,Les bars ferment que les marins rejoignent leur bord
111,2013-11-18,30 points,Serait moins pénible au soleil
111,2014-04-15,1000 €,De mirage
111,2014-08-09,40 points,La misère serait moins pénible au soleil
111,2015-01-22,1000 €,Les bateaux
111,2015-01-22,2000 €,Nus sur les plages
111,2015-01-22,5000 €,Un merveilleux été sur la grève
111,2015-01-22,10000 €,Je rêve encore jusqu'au matin debout sur le port
111,2015-04-10,1000 €,Du monde
111,2015-04-10,2000 €,Et d'éternels étés
111,2015-04-10,5000 €,Je perds la notion des choses
111,2015-09-05,20 points,Pénible au soleil
111,2016-05-12,1000 €,Ciel bleu
111,2016-05-12,2000 €,Le ciel du nord
111,2016-05-12,5000 €,Ce gris en virant de bord
111,2016-05-12,10000 €,Quand les bars ferment que les marins rejoignent leur bord
111,2016-05-12,20000 €,À mes rêves d'enfants sur des îles lointaines où rien n'est important que de vivre
111,2016-10-03,40 points,Jusqu'au matin debout sur le port
111,2016-10-25,40 points,D'amour un verre à la main
111,2018-02-01,1000 €,De mirage
111,2018-02-01,2000 €,Que le ciel du nord
111,2018-02-01,5000 €,Dépose un merveilleux été sur la grève
111,2018-02-01,10000 €,Quand les bars ferment que les marins rejoignent leur bord
111,2018-02-20,50 points,Et je me pends au cou de mon rêve
111,2018-04-17,40 points,La tombée du jour avec les marins
111,2018-05-17,50 points,Encore jusqu'au matin debout sur le port
111,2019-04-23,30 points,Un verre à la main
111,2019-08-01,30 points,Serait moins pénible au soleil
111,2019-08-16,40 points,Me pends au cou de mon rêve
111,2019-09-30,20 points,Pénible au soleil
111,2020-01-28,40 points,Me pends au cou de mon rêve
111,2020-10-15,50 points,Quand on parle de filles et d'amour
111,2020-11-12,50 points,Me dépose un merveilleux été sur la grève
111,2021-03-07,50 points,Encore jusqu'au matin debout sur le port
111,2021-04-20,40 points,Ferment que les marins rejoignent leur bord
111,2021-09-09,50 points,Et d'amour un verre à la main
111,2021-11-27,50 points,Pour partir je travaillerai dans la soute à charbon
111,2022-02-15,50 points,Et me dépose un merveilleux été sur la grève
111,2022-04-20,50 points,Sur un rafiot craquant de la coque au pont
112,2016-11-01,20 points,Trouver le repos
112,2017-03-04,30 points,Je n'aime que toi
112,2018-08-25,1000 €,autres jours
112,2018-08-25,2000 €,sans espoir de retour
112,2018-08-25,5000 €,tes bras et ta voix mon amour
112,2018-08-25,10000 €,sans un cri les liens secrets qui déchirent ma peau
112,2020-01-27,20 points,Trouver le repos
113,2013-06-02,30 points,A t'offrir en cadeau
113,2015-01-15,50 points,Fais pas et viens t'en dans mes bras
113,2015-08-25,20 points,Dans mes bras
113,2016-10-12,40 points,Le reste on s'en fout
113,2017-09-26,50 points,Pour te plaire dans la langue de Molière
113,2018-01-08,50 points,Fais pas et viens t'en dans mes bras
113,2018-08-31,40 points,Le reste on s'en fout
113,2018-12-28,30 points,Tu n'as pas compris
113,2019-12-09,20 points,Dans mes bras
113,2020-04-16,20 points,Dans mes bras
113,2020-07-01,50 points,Pour te plaire dans la langue de Molière
113,2020-07-30,20 points,Dans mes bras
113,2020-09-18,50 points,Pour te plaire dans la langue de Molière
113,2020-12-26,40 points,Le reste on s'en fout
113,2021-06-03,30 points,Tu n'as pas compris
113,2021-06-09,50 points,Je ferais mieux d'aller choisir mon vocabulaire
113,2021-06-17,50 points,Pour te plaire dans la langue de Molière
113,2021-08-04,50 points,De moi et de tout avec ton air canaille
113,2021-10-14,30 points,On s'en fout
113,2022-03-17,40 points,Tes eyes ton nose tes lips adorables
114,2016-07-01,40 points,Le temps en croyant l'arrêter
114,2020-11-27,1000 €,La nuit
114,2021-02-26,1000 €,L'amour
114,2021-03-26,30 points,En croyant l'arrêter
114,2022-02-25,30 points,Et me suis essoufflé
117,2016-01-01,10000 €,le bagage mince
117,2016-01-01,25000 €,mon nom s'étalait
117,2016-01-01,50000 €,que les gens m'acclamaient debout
117,2016-01-01,80000 €,je connais mon métier et j'y crois encore
117,2016-01-01,120000 €,mais au fond de moi je suis sûr au moins que j'ai du talent
117,2016-11-06,10000 €,La vie
117,2016-11-06,25000 €,Les photos les chansons
117,2016-11-06,50000 €,Le plus grand des grands fantaisistes
117,2016-11-06,90000 €,Mais la voix est là le geste est précis
117,2016-11-06,150000 €,Des trains de nuit des filles a soldats les minables cachets les valises à porter
117,2017-09-20,40 points,Par faveur se pendre à mon cou
117,2018-04-04,50 points,Pourrait par faveur se pendre à mon cou
117,2018-06-01,20 points,Des grands fantaisistes
117,2018-08-08,50 points,Le geste est précis et j'ai du ressort
117,2018-12-15,50 points,Signant mes photos aux admirateurs qui se bousculaient
117,2019-04-16,30 points,Les gens m'acclamaient debout
117,2019-06-25,30 points,Aux admirateurs qui se bousculaient
117,2019-10-18,40 points,Un peu en prenant de l'âge
117,2020-01-08,40 points,Mes photos aux admirateurs qui se bousculaient
117,2020-01-14,20 points,Des grands fantaisistes
117,2020-12-30,30 points,Les gens m'acclamaient debout
117,2021-05-04,50 points,Que sous mes pieds de sentir la scène
117,2021-06-10,30 points,Se pendre à mon cou
117,2021-12-25,50 points,Je connais mon métier et j'y crois encore
117,2022-08-04,50 points,Le geste est précis et j'ai du ressort
118,2013-03-25,1000 €,Posais nue
118,2013-03-25,2000 €,Qu'un jour sur deux
118,2013-03-25,5000 €,Du poêle en oubliant l'hiver
118,2013-03-25,10000 €,D'un sein du galbe d'une hanche
118,2013-03-25,20000 €,Son nouveau décor Montmartre semble triste et les lilas sont morts
118,2014-11-04,40 points,Autour du poêle en oubliant l'hiver
118,2015-12-01,20 points,Jour sur deux
118,2018-01-02,10 points,Sur deux
118,2018-04-26,30 points,Qui attendions la gloire
118,2019-09-16,20 points,Jour sur deux
118,2020-04-20,20 points,Jour sur deux
118,2020-12-23,20 points,Jour sur deux
118,2021-07-05,1000 €,Pas connaître
118,2021-07-05,2000 €,Jusque sous nos fenêtres
118,2021-07-05,5000 €,Ne mangions qu'un jour sur deux
118,2021-07-05,10000 €,Des vers groupés autour du poêle en oubliant l'hiver
118,2021-07-05,20000 €,Mais ravis fallait-il que l'on s'aime et qu'on aime la vie
118,2021-12-20,40 points,Nous ne cessions d'y croire
119,2018-03-14,1000 €,Fils maudit
119,2018-07-14,20 points,Et de sourires
119,2020-09-24,1000 €,Les bras
119,2021-10-22,30 points,Est sur la place
119,2022-06-01,30 points,De larmes et de sourires
121,2015-06-23,1000 €,leur estrade
121,2015-09-10,40 points,En folie ils drainent tout le pays
121,2017-11-11,1000 €,Leurs tréteaux
121,2018-03-20,30 points,S'arrange à la fin
121,2018-09-29,40 points,En folie ils drainent tout le pays
121,2020-07-11,50 points,En folie ils drainent tout le pays les comédiens
121,2021-01-09,50 points,Vous lamenter sur Baptiste ou rire avec les heureux
121,2021-04-17,30 points,Théâtre à ciel ouvert
121,2021-05-15,20 points,poussez la toile
121,2022-07-03,50 points,Sous les étoiles le rideau va se lever
122,2021-11-22,30 points,Un peu moins aujourd'hui
123,2018-05-05,1000 €,Col mao
123,2019-09-21,50 points,Sur la terre il n'y avait que nous
123,2020-04-25,50 points,Sur la terre il n'y avait que nous
123,2020-06-26,1000 €,Au maximum
123,2020-06-26,2000 €,Par ton corps épousé
123,2020-06-26,5000 €,La cohue mais dissociés du bruit
123,2020-10-24,40 points,Jusqu'au bout de la nuit
123,2022-01-25,1000 €,Disques pop
124,2014-07-28,1000 €,Le sommet
124,2017-01-13,50 points,Pleins d'insouciance mes amours avaient le corps brûlant
124,2018-03-05,50 points,Où l'argent c'est dommage éperonnait nos jours
124,2018-10-01,50 points,Pleins d'insouciance mes amours avaient le corps brûlant
124,2020-03-11,50 points,Fait ma vie mais il y a un mais
124,2020-08-04,20 points,Je l'avoue
124,2021-01-10,40 points,Je m'en accuse à présent
124,2021-12-03,50 points,Suis fier entre nous je l’avoue
124,2022-04-14,20 points,C'est navrant
124,2022-11-01,50 points,"Ce que j'ai, pour retrouver je l'admets"
125,2018-12-20,1000 €,Ma destinée
125,2021-04-01,1000 €,Je glisse
126,2013-02-18,30 points,N'as pas changé
126,2021-06-07,1000 €,Les choses
126,2021-06-07,2000 €,Qu'à te regarder
129,2018-03-23,1000 €,tes commérages
129,2021-11-12,40 points,Mal fermé et tes bigoudis quelle allure
132,2020-05-26,1000 €,Ou amoureux
132,2020-05-26,2000 €,Lointaine dans son cœur
132,2020-05-26,5000 €,Qui parlent au bout des souvenirs
132,2020-05-26,10000 €,Chez le boucher quand elle arrive à ma hauteur
132,2020-05-26,20000 €,Cette silhouette vénitienne quand elle se penche à ses persiennes ce geste je le sais par cœur
134,2018-04-26,20 points,Avec des refrains
134,2019-08-04,1000 €,après nous
134,2021-05-17,1000 €,sera combien
134,2021-05-17,2000 €,un coin de désert
134,2021-05-17,5000 €,moi j'aurai les cheveux blancs
134,2021-09-01,1000 €,vieux caillou
135,2017-03-04,1000 €,De fond
135,2017-03-04,2000 €,Voir le ciel bleu
135,2017-03-04,5000 €,Je lui dois ce que je suis
135,2017-03-04,10000 €,Et elle était heureuse dans la buée des lessiveuses
135,2017-03-04,20000 €,Mon père était gueule noire comme l'étaient ses parents ma mère avait des cheveux blancs
135,2019-11-28,1000 €,l'horizon
135,2019-11-28,2000 €,sur des fenêtres semblables
135,2019-11-28,5000 €,mes leçons la joue contre son bras
135,2019-11-28,10000 €,du pays et je lui dois ce que je suis
135,2021-09-07,1000 €,de fond
137,2016-02-06,1000 €,le cœur
137,2018-07-05,1000 €,le cœur
137,2018-07-05,2000 €,en noir et blanc
137,2020-12-23,1000 €,Petite fleur
137,2021-06-11,40 points,À Paris t'inscrire à la fac
137,2021-07-04,1000 €,Premiers transistors
137,2021-07-04,2000 €,C'est toujours comme ça
137,2022-01-04,1000 €,La manche
137,2022-01-04,2000 €,Bleus sur le cœur
137,2022-01-04,5000 €,Fauteuils cassés dans tous les music-halls
137,2022-01-04,10000 €,Qu'on s'est rencontrés mouchoir sur le nez
137,2022-01-04,20000 €,Un parfum de verveine et de grenade lacrymogène et puis surtout tu me prenais pour Verlaine
138,2013-08-01,50 points,Temps qui donnera un premier rendez-vous entre nous
138,2014-07-24,40 points,S'enfuit qui s'en fout
138,2016-05-12,40 points,De la moindre seconde sans nous
138,2017-09-25,1000 €,Au hasard
138,2017-09-25,2000 €,Nous prend dans son pouls
138,2017-09-25,5000 €,L'aveu qui nous brûle en dessous
138,2017-09-25,10000 €,C'est toujours c'est le contraire d'un jour
138,2017-09-25,20000 €,La raison et le tort c'est l'envie qui nous mord dans le cou
138,2018-03-14,20 points,S'en fout
138,2018-07-18,1000 €,Au hasard
138,2018-07-18,2000 €,Nous prend dans son pouls
138,2018-07-18,5000 €,L'aveu qui nous brûle en dessous
138,2018-07-18,10000 €,C'est toujours c'est le contraire d'un jour
138,2018-07-18,20000 €,Le fort la raison et le tort c'est l'envie qui nous mord dans le cou
138,2018-10-05,20 points,Dans son pouls
138,2019-02-10,20 points,Dans son pouls
138,2019-11-29,40 points,De la moindre seconde sans nous
138,2020-09-07,40 points,De la moindre seconde sans nous
138,2020-11-16,50 points,C'est toujours c'est le contraire d'un jour
138,2021-03-04,30 points,Qui s'en fout
138,2021-09-14,1000 €,Au hasard
138,2021-09-14,2000 €,Le temps qui donnera
138,2021-09-14,5000 €,Qui nous prend dans son pouls
138,2021-09-14,10000 €,"C’est toujours, c’est le contraire d’un jour"
138,2021-09-14,20000 €,"Le fort, la raison et le tort, c’est l’envie qui nous mord dans le cou"
138,2022-02-15,40 points,Un voyage sans détour entre nous
138,2022-06-05,10 points,Son pouls
139,2021-08-24,1000 €,Ancienne planète
139,2021-08-24,2000 €,Douceur de certains soirs
139,2021-08-24,5000 €,Il n'est plus temps des prières
